category,month,count,rollavg_3month
Theft,2021-01-01,3187,2925
Theft,2021-02-01,2120,2752
Theft,2021-03-01,2736,2681
Theft,2021-04-01,2466,2441
Theft,2021-05-01,2762,2655
Theft,2021-06-01,2902,2710
Theft,2021-07-01,3167,2944
Theft,2021-08-01,3302,3124
Theft,2021-09-01,3501,3323
Theft,2021-10-01,3954,3586
Theft,2021-11-01,3455,3637
Theft,2021-12-01,3564,3658
Theft,2022-01-01,3164,3394
Theft,2022-02-01,2955,3228
Theft,2022-03-01,3548,3222
Theft,2022-04-01,3675,3393
Theft,2022-05-01,4076,3766
Theft,2022-06-01,4475,4075
Theft,2022-07-01,4605,4385
Theft,2022-08-01,4854,4645
Theft,2022-09-01,4565,4675
Theft,2022-10-01,4699,4706
Theft,2022-11-01,4168,4477
Theft,2022-12-01,4110,4326
Theft,2023-01-01,4017,4098
Theft,2023-02-01,3424,3850
